도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
호롱불작은도서관,서울특별시,양천구,작은도서관,"토,일요일, 법정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,35,8146,0,0,5,14,서울특별시 양천구 목동동로 152,양천문화재단,02-2620-4229,,98,http://lib.yangcheon.or.kr,37.519195,126.870565,2021-04-19,3140000,서울특별시 양천구
고맙습니다신정3동작은도서관,서울특별시,양천구,작은도서관,"일요일, 법정공휴일",10:00,18:00,10:00,14:00,00:00,00:00,50,9815,0,0,5,14,서울특별시 양천구 중앙로 209,양천문화재단,02-2699-6855,,178,http://lib.yangcheon.or.kr,37.515147,126.854773,2021-04-19,3140000,서울특별시 양천구
넓은들작은도서관,서울특별시,양천구,작은도서관,"토,일요일, 법정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,20,11700,0,0,5,14,서울특별시 양천구 남부순환로 88길 5-7,양천문화재단,02-2618-1307,,183,http://lib.yangcheon.or.kr,37.511433,126.841571,2021-04-19,3140000,서울특별시 양천구
목1동도서방 (목1동주민센터 2층),서울특별시,양천구,작은도서관,"토,일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,12,6005,0,0,5,14,서울특별시 양천구 목동서로 192,서울특별시 양천구청,02-2620-3947,,63,http://lib.yangcheon.or.kr,37.530392,126.8711898,2021-04-19,3140000,서울특별시 양천구
신월6동도서방 (신월6동주민센터 2층),서울특별시,양천구,작은도서관,"토,일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,36,11101,0,0,5,14,서울특별시 양천구 남부순환로 609,서울특별시 양천구청,02-2620-4161,,112,http://lib.yangcheon.or.kr,37.514546,126.840961,2021-04-19,3140000,서울특별시 양천구
선으로 가는 선 서예 작은도서관,대구광역시,중구,작은도서관,매주 토일,13:00,22:00,00:00,00:00,00:00,00:00,22,1300,0,0,0,0,대구광역시 중구 국채보상로152길 2,사립,053-755-9967,,115.5,,35.86798174,128.613079,2020-07-09,3410000,대구광역시 중구
길을 찾는 작은도서관,대구광역시,중구,작은도서관,매주 토일,09:00,18:00,00:00,00:00,00:00,00:00,12,1050,1,0,0,0,대구광역시 중구 태평로 253,사립,053-582-7707,,43,,35.87734166,128.5880052,2020-07-09,3410000,대구광역시 중구
재건도서관,대구광역시,중구,작은도서관,매주 토일,09:00,17:00,00:00,00:00,00:00,00:00,15,3000,0,0,0,0,대구광역시 중구 동덕로 194,사립,053-653-0119,,45,,35.871881,128.6048935,2020-07-09,3410000,대구광역시 중구
작은도서관 에듀공감,대구광역시,중구,작은도서관,매주 토일,10:00,17:00,00:00,00:00,00:00,00:00,20,2000,0,0,0,0,"대구광역시 중구 태평로 267, 2층(동인동)",사립,053-572-9405,,50,,35.8787856,128.5812886,2020-07-09,3410000,대구광역시 중구
남산작은도서관,대구광역시,중구,작은도서관,매주 토일,09:00,18:00,00:00,00:00,00:00,00:00,22,1200,0,0,0,0,대구광역시 중구 남산로13길 9(남산동),사립,053-250-1187,,78.75,,35.86147904,128.5819065545,2020-07-09,3410000,대구광역시 중구
목마교육도서관,서울특별시,양천구,공공도서관,"일요일, 법정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,70,34777,0,0,5,14,서울특별시 양천구 목동서로 41,양천문화재단,02-2652-8910,,543,http://lib.yangcheon.or.kr,37.537144,126.881721,2021-04-19,3140000,서울특별시 양천구
개울건강도서관,서울특별시,양천구,공공도서관,"일요일, 법정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,36,27399,0,0,5,14,서울특별시 양천구 중앙로52길 56,양천문화재단,02-2684-5413,,416,http://lib.yangcheon.or.kr,37.525988,126.856603,2021-04-19,3140000,서울특별시 양천구
방아다리문학도서관,서울특별시,양천구,공공도서관,"일요일, 법정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,84,30670,0,0,5,14,서울특별시 양천구 화곡로4길 10,양천문화재단,02-2620-4149,,294,http://lib.yangcheon.or.kr,37.538543,126.827143,2021-04-19,3140000,서울특별시 양천구
해맞이역사도서관,서울특별시,양천구,공공도서관,"매주월, 법정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,160,25958,0,0,5,14,서울특별시 양천구 지양로 37,양천문화재단,02-2699-9223,,1146,http://lib.yangcheon.or.kr,37.519076,126.835607,2021-04-19,3140000,서울특별시 양천구
영어특성화도서관,서울특별시,양천구,공공도서관,"일요일, 법정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,100,68234,0,3048,5,14,서울특별시 양천구 목동동로 81,양천문화재단,02-2654-8493,,715,http://lib.yangcheon.or.kr,37.515936,126.863865,2021-04-19,3140000,서울특별시 양천구
달마을작은도서관,서울특별시,양천구,작은도서관,"일요일, 법정공휴일",10:00,18:00,10:00,14:00,00:00,00:00,60,11549,0,0,5,14,서울특별시 양천구 목동중앙본로 120,양천문화재단,02-2620-3979,,177,http://lib.yangcheon.or.kr,37.546114,126.871701,2021-04-19,3140000,서울특별시 양천구
꿈자람작은도서관,서울특별시,양천구,작은도서관,"일요일, 법정공휴일",10:00,18:00,10:00,13:00,00:00,00:00,50,11675,0,0,5,14,서울특별시 양천구 목동중앙남로 16나길 55,양천문화재단,02-2654-3970,,168,http://lib.yangcheon.or.kr,37.544781,126.864407,2021-04-19,3140000,서울특별시 양천구
고운달작은도서관,서울특별시,양천구,작은도서관,"토,일요일, 법정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,44,6663,0,0,5,14,서울특별시 양천구 곰달래로1길 38,양천문화재단,02-2620-4069,,161,http://lib.yangcheon.or.kr,37.532805,126.831562,2021-04-19,3140000,서울특별시 양천구
고운맘작은도서관,서울특별시,양천구,작은도서관,"일요일, 법정공휴일",10:00,18:00,10:00,14:00,00:00,00:00,30,10078,0,0,5,14,서울특별시 양천구 중앙로53길 47,양천문화재단,02-2694-5454,,89,http://lib.yangcheon.or.kr,37.524973,126.844568,2021-04-19,3140000,서울특별시 양천구
글마루도서관,인천광역시,부평구,작은도서관,"매주 토, 일요일 및 법정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,60,11836,5,23,5,14,인천광역시 부평구 부평문화로37번길 1(부평동),인천광역시 부평구 부평1동행정복지센터,032-509-8883,,198,http://www.bppl.or.kr,37.494259,126.7200663,2021-01-06,3540000,인천광역시 부평구
동수작은도서관,인천광역시,부평구,작은도서관,매주 일요일 및 법정공휴일,10:00,19:00,10:00,17:00,00:00,00:00,33,9825,0,92,5,14,인천광역시 부평구 동수북로166번길 20(부평동),인천광역시 부평구 부평6동행정복지센터,032-509-8884,,109.62,http://www.bppl.or.kr,37.4880013,126.7244910201,2021-01-06,3540000,인천광역시 부평구
대구시청작은도서관,대구광역시,중구,작은도서관,매주 토일,09:00,19:00,00:00,00:00,00:00,00:00,40,46137,100,0,5,10,대구광역시 중구 공평로 83 (동문동),대구광역시청,053-803-5681,,225,http://lib.daegu.go.kr/,35.871587,128.600483,2020-07-09,3410000,대구광역시 중구
중구청 교양정보실,대구광역시,중구,작은도서관,매주 토일,09:00,18:00,00:00,00:00,00:00,00:00,8,19889,6,226,3,15,대구광역시 중구 국채보상로139길 1 (동인동2가) 5층,대구광역시 중구청,053-661-3241,,102,http://lib.jung.daegu.kr,35.86932522,128.606103,2020-07-09,3410000,대구광역시 중구
중구청소년문화의집 작은도서관,대구광역시,중구,작은도서관,매주 월요일,09:00,21:00,09:00,18:00,09:00,18:00,8,3813,0,0,0,0,대구광역시 중구 봉산문화길 40 (봉산동),대구광역시 중구청,053-421-0183,,89,http://lib.jung.daegu.kr,35.861938,128.597985,2020-07-09,3410000,대구광역시 중구
남산4동작은도서관,대구광역시,중구,작은도서관,매주 토일,09:00,18:00,00:00,00:00,00:00,00:00,12,6504,4,0,3,10,대구광역시 중구 남산로1길 42 (남산동) 2층,대구광역시 중구청,053-661-3765,,49,http://lib.jung.daegu.kr,35.858229,128.580574,2020-07-09,3410000,대구광역시 중구
동인 느티나무 도서관,대구광역시,중구,작은도서관,매주 일요일,09:00,18:00,10:00,14:00,00:00,00:00,40,6024,5,0,3,15,대구광역시 중구 동덕로38길 47 (동인동3가),대구광역시 중구청,053-661-3325,,176,http://lib.jung.daegu.kr,35.871319,128.607203,2020-07-09,3410000,대구광역시 중구
대구 중구 영어도서관,대구광역시,중구,작은도서관,공휴일,09:00,18:00,09:00,18:00,00:00,00:00,20,16472,8,4422,3,15,대구광역시 중구 달구벌대로440길 27 (대봉동) 2층 영어도서관,대구광역시 중구청,053-661-3961,,353,http://lib.jung.daegu.kr,35.861518,128.604382,2020-07-09,3410000,대구광역시 중구
대신동 작은도서관,대구광역시,중구,작은도서관,매주 토일,09:00,18:00,00:00,00:00,00:00,00:00,25,6199,6,0,3,15,대구광역시 중구 달구벌대로389길 50 (대신동),대구광역시 중구청,053-661-3685,,106,http://lib.jung.daegu.kr,35.865577,128.576343,2020-07-09,3410000,대구광역시 중구
삼덕마루,대구광역시,중구,작은도서관,매주 일요일,09:00,18:00,14:00,16:00,00:00,00:00,30,3500,5,0,3,15,대구광역시 중구 동덕로26길 103(삼덕동3가),대구광역시 중구청,053-661-3603,,105.8,http://lib.jung.daegu.kr,35.8646621,128.609045,2020-07-09,3410000,대구광역시 중구
중구노인복지관도서관,대구광역시,중구,작은도서관,매주 토일,09:00,17:30,00:00,00:00,00:00,00:00,22,1236,0,0,0,0,대구광역시 중구 태평로45(태평로 3가),대구광역시 중구청,053-257-2577,,80.7,http://lib.jung.daegu.kr,35.87790436,128.583365,2020-07-09,3410000,대구광역시 중구
대봉2동작은도서관,대구광역시,중구,작은도서관,매주 토일,09:00,18:00,00:00,00:00,00:00,00:00,40,3500,4,0,3,15,대구광역시 중구 대봉로47길 31(대봉동),대구광역시 중구청,053-661-3793,,109,http://lib.jung.daegu.kr,35.85876069,128.5993685,2020-07-09,3410000,대구광역시 중구
성지문고,대구광역시,중구,작은도서관,매주 월요일,09:00,17:00,10:00,17:00,00:00,00:00,70,2184,0,0,5,15,대구광역시 중구 명덕로65길 10 (대봉1동),사립,053-422-4856,,132,,35.855709,128.6052978,2020-07-09,3410000,대구광역시 중구
남산그린타운작은도서관,대구광역시,중구,작은도서관,매주 화목토일,15:00,17:00,00:00,00:00,00:00,00:00,30,2200,1,0,3,7,"대구광역시 중구 달구벌대로 1950(남산4동, 남산그린타운아파트) 106동 2층",사립,070-8977-8998,,105,,35.8628796332,128.5767443,2020-07-09,3410000,대구광역시 중구
남산휴먼시아 1단지 주민문고,대구광역시,중구,작은도서관,없음,09:00,18:00,09:00,13:00,00:00,00:00,6,2860,1,0,999,7,"대구광역시 중구 달구벌대로 1960 (남산4동, 남산휴먼시아1단지아파트) 104동 1층",사립,053-257-8600,,35,,35.86318976,128.5781845,2020-07-09,3410000,대구광역시 중구
남산기독교종합사회복지관 작은도서관,대구광역시,중구,작은도서관,매주 일요일,09:00,20:00,09:00,14:00,00:00,00:00,40,3600,0,0,3,7,"대구광역시 중구 관덕정길 16 (남산2동), 4층",사립,053-256-5943,,116,,35.865048,128.590568,2020-07-09,3410000,대구광역시 중구
남산휴먼시아 2단지 마을도서관,대구광역시,중구,작은도서관,매주 월화토일,15:00,17:00,00:00,00:00,00:00,00:00,35,5000,3,0,999,7,"대구광역시 중구 달구벌대로 1970 (남산4동, 남산휴먼시아2단지아파트) 203동 1층",사립,053-427-2425,,99,,35.86386493,128.5808415,2020-07-09,3410000,대구광역시 중구
남산다락골 작은도서관,대구광역시,중구,작은도서관,매주 일요일,09:00,18:00,09:00,13:00,00:00,00:00,34,11051,5,0,10,7,대구광역시 중구 남산로4길 112 (남산3동) 천주교대구대교구청 여성교육관 교육원 다동 1층,사립,053-254-6115,,48,,35.8598424584,128.5878870707,2020-07-09,3410000,대구광역시 중구
고맙습니다 이삭 작은도서관,대구광역시,중구,작은도서관,"매주 월,일",09:00,18:00,10:00,17:00,00:00,00:00,24,5500,12,0,3,15,대구광역시 중구 국채보상로 541,사립,053-422-2100,,181,,35.870631,128.589867,2020-07-09,3410000,대구광역시 중구
동네작은도서관,대구광역시,중구,작은도서관,매주 월요일,10:00,18:00,10:00,18:00,00:00,00:00,20,2623,0,22,0,0,대구광역시 중구 국채보상로150길 25 (동인동4가),사립,070-8624-9135,,49.5,,35.8671847,128.611523,2020-07-09,3410000,대구광역시 중구
서문시장작은도서관,대구광역시,중구,작은도서관,매주 토일,10:00,19:00,00:00,00:00,00:00,00:00,20,5699,0,0,0,0,대구광역시 중구 큰장로 26길 12-5(대신동),사립,,,50,,35.868142,128.579041,2020-07-09,3410000,대구광역시 중구
부개어린이도서관,인천광역시,부평구,공공도서관,매주 월요일 및 법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,70,23561,19,0,5,14,인천광역시 부평구 동수로 166(부개동),(재)인천광역시부평구문화재단,032-505-1131,319.4,365.36,https://www.bppl.or.kr,37.48552079,126.737024,2021-01-06,3540000,인천광역시 부평구
꿈나무작은도서관,인천광역시,부평구,작은도서관,매주 일요일 법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,42,10102,0,0,5,14,인천광역시 부평구 부흥로173번길 68(산곡동),인천광역시 부평구 산곡4동행정복지센터,032-509-7894,,164.52,http://www.bppl.or.kr,37.50174046,126.711437,2021-01-06,3540000,인천광역시 부평구
샘터도서관,인천광역시,부평구,작은도서관,"매주 토, 일요일 및 법정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,9,8517,0,0,5,14,인천광역시 부평구 동암산로33번길 6-7(십정동),인천광역시 부평구 십정2동행정복지센터,032-509-8620,,164.46,http://www.bppl.or.kr,37.473805,126.707884,2021-01-06,3540000,인천광역시 부평구
희망천작은도서관,인천광역시,부평구,작은도서관,매주 일요일 및 법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,26,13190,0,0,5,14,인천광역시 부평구 경인로834번길 8(부평동),인천광역시 부평구 부평2동행정복지센터,032-509-8623,,133.92,http://www.bppl.or.kr,37.482228,126.7145029,2021-01-06,3540000,인천광역시 부평구
산곡글향기도서관,인천광역시,부평구,작은도서관,매주 일요일 및 법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,30,9598,0,0,5,14,인천광역시 부평구 마장로319번길 52(산곡동),인천광역시 부평구 산곡1동행정복지센터,032-509-8636,,143.95,http://www.bppl.or.kr,37.506952,126.700216,2021-01-06,3540000,인천광역시 부평구
갈산밀알도서관,인천광역시,부평구,작은도서관,"매주 토, 일요일 및 법정공휴일",09:30,18:30,00:00,00:00,00:00,00:00,30,8692,0,0,5,14,인천광역시 부평구 주부토로 173(갈산동),인천광역시 부평구 갈산2동행정복지센터,032-509-8627,,75.03,http://www.bppl.or.kr,37.51074117,126.7257141,2021-01-06,3540000,인천광역시 부평구
화정작은도서관,울산광역시,동구,작은도서관,월요일,10:00,18:00,10:00,18:00,10:00,18:00,20,19199,4,840,5,14,울산광역시 동구 대송로 140(화정주민센터 1층),울산광역시동구청,052-209-3950,,,http//library.donggu.ulsan.kr,35.49586711,129.4225846,2020-10-30,3710000,울산광역시 동구
전하작은도서관,울산광역시,동구,작은도서관,월요일,10:00,18:00,10:00,18:00,10:00,18:00,34,23567,4,817,5,14,울산광역시 동구 진성8길 91(바드래문화관 1층),울산광역시동구청,052-209-3936,,,http//library.donggu.ulsan.kr,35.50935529,129.4293241,2020-10-30,3710000,울산광역시 동구
남목작은도서관,울산광역시,동구,작은도서관,월요일,10:00,18:00,10:00,18:00,10:00,18:00,27,20159,4,970,5,14,울산광역시 동구 방어진순환도로 1170(남목1동주민센터 2층),울산광역시동구청,052-209-3947,,,http//library.donggu.ulsan.kr,35.53928726,129.4207551,2020-10-30,3710000,울산광역시 동구
동부도서관,울산광역시,동구,공공도서관,월요일,09:00,22:00,09:00,18:00,09:00,17:00,1002,254080,307,40439,5,14,울산광역시 동구 봉수로 505,울산광역시교육청,052-241-2300,,,https://www.usdl.or.kr/main/main.htm,35.52820416,129.4250734,2020-10-30,3710000,울산광역시 동구
마포중앙도서관,서울특별시,마포구,공공도서관,"월요일, 공휴일",09:00,22:00,09:00,22:00,00:00,00:00,620,141075,265,9368,5,14,서울특별시 마포구 성산로 128,서울특별시 마포구청,02-3153-5800,20229,5131,https://mplib.mapo.go.kr/mcl,37.5637954434,126.9082018741,2020-09-30,3130000,서울특별시 마포구
마포구립하늘도서관,서울특별시,마포구,공공도서관,"금요일, 공휴일",09:00,22:00,09:00,18:00,00:00,00:00,130,40208,47,0,5,14,"서울특별시 마포구 월드컵로 212, 12층",서울특별시 마포구청,02-3153-6260,,426,https://mplib.mapo.go.kr/skylib,37.5663790000,126.9016160000,2020-09-30,3130000,서울특별시 마포구
마포구립서강도서관,서울특별시,마포구,공공도서관,"화요일, 공휴일",09:00,22:00,09:00,20:00,00:00,00:00,222,68753,90,2029,5,14,"서울특별시 마포구 독막로165, 3~5층",(사)청소년지원네트워크,02-3141-7053,,1146,https://mplib.mapo.go.kr/sglib,37.5477370000,126.9320590000,2020-09-30,3130000,서울특별시 마포구
마포어린이영어도서관,서울특별시,마포구,어린이도서관,"일요일, 공휴일",10:00,19:00,10:00,18:00,00:00,00:00,20,20620,0,673,3,14,"서울특별시 마포구 도화4길 53, 2층",(학)서강대학교,02-716-3987,,216.48,https://mplib.mapo.go.kr/englib,37.5395350000,126.9519220000,2020-09-30,3130000,서울특별시 마포구
꿈나래어린이영어도서관,서울특별시,마포구,어린이도서관,"일요일, 공휴일",10:00,19:00,10:00,18:00,00:00,00:00,40,19582,0,3251,3,14,"서울특별시 마포구 월드컵로13길 80, 2층",㈜다르앤코,02-323-1841,,221.33,https://mplib.mapo.go.kr/englib,37.5552350000,126.9056840000,2020-09-30,3130000,서울특별시 마포구
꿈을이루는작은도서관,서울특별시,마포구,작은도서관,"일요일, 공휴일",10:00,19:00,10:00,16:00,00:00,00:00,20,16745,8,0,5,14,"서울특별시 마포구 마포대로7길 18, 2층",(사)한국청소년지원네트워크,02-706-4785,,107,https://mplib.mapo.go.kr/libsmall,37.5471050000,126.9521550000,2020-09-30,3130000,서울특별시 마포구
아름드리작은도서관,서울특별시,마포구,작은도서관,"일요일, 공휴일",10:00,19:00,10:00,16:00,00:00,00:00,20,18099,7,0,5,14,"서울특별시 마포구 방울내로7길 11, 1층",(사)한국청소년지원네트워크,02-322-8639,,181,https://mplib.mapo.go.kr/libsmall,37.5603130000,126.9023160000,2020-09-30,3130000,서울특별시 마포구
대구시립중앙도서관,대구광역시,중구,공공도서관,"매월 첫째,셋째 월요일",07:00,22:00,07:00,22:00,00:00,00:00,1169,533793,99,16408,10,15,대구광역시 중구 공평로10길 25 (동인동2가),대구광역시교육청,053-231-2000,,10181,http://www.tglnet.or.kr/,35.868436,128.6017153,2020-07-09,3410000,대구광역시 중구
2.28민주운동 기념회관,대구광역시,중구,공공도서관,매주 월요일,09:00,21:00,09:00,17:00,00:00,00:00,189,52674,48,5903,10,15,대구광역시 중구 2·28길 9,대구광역시청,053-257-2280,,2847,http://www.228lib.or.kr/,35.858415,128.590363,2020-07-09,3410000,대구광역시 중구
청천도서관,인천광역시,부평구,공공도서관,매주 월요일 및 법정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,149,53106,80,1345,5,14,인천광역시 부평구 원길로 23(청천동),(재)인천광역시부평구문화재단,032-330-9171,760,1083.02,https://www.bppl.or.kr,37.5058741,126.714391,2021-01-06,3540000,인천광역시 부평구
갈산도서관,인천광역시,부평구,공공도서관,매주 월요일 및 법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,78,28132,34,0,5,14,인천광역시 부평구 주부토로 254(갈산동),(재)인천광역시부평구문화재단,032-362-0261,1530,475.2,https://www.bppl.or.kr,37.517563,126.7271369,2021-01-06,3540000,인천광역시 부평구
광천공공도서관,충청남도,홍성군,공공도서관,"매주 월요일, 공휴일",09:00,21:00,09:00,21:00,09:00,21:00,200,102882,16,0,6,14,충청남도 홍성군 광천읍 광천로 342,홍성군,041-630-9573,7863,1386,http://www.hongseong.go.kr/kor/sub06_13_01_01.do,36.50459493,126.6254772,2020-07-08,4600000,충청남도 홍성군
한울작은도서관,충청남도,홍성군,작은도서관,"매주 일요일, 월요일, 공휴일",09:00,18:00,09:00,18:00,09:00,18:00,42,6492,6,0,5,7,충청남도 홍성군 홍북읍 홍예로 213,홍성군,041-632-5111,135,135,없음,36.64753908,126.6831437,2020-07-08,4600000,충청남도 홍성군
글마루작은도서관,충청남도,홍성군,작은도서관,"매주 월요일, 화요일, 공휴일",09:00,18:00,09:00,18:00,09:00,18:00,18,12778,0,0,5,14,충청남도 홍성군 홍성읍 문화로 33번길 33,홍성군청소년수련관,041-631-5905,1641,208,없음,36.5938493,126.6555948,2020-07-08,4600000,충청남도 홍성군
동해시립발한도서관,강원도,동해시,공공도서관,"매주 월요일, 국가지정공휴일",09:00,23:00,09:00,23:00,09:00,23:00,326,113274,20,6924,6,14,강원도 동해시 해안로 535,강원도 동해시청,033-530-2480,12112,813.395,www.donghaelib.go.kr,37.5482581,129.1058741,2021-04-12,4210000,강원도 동해시
동해시립북삼도서관,강원도,동해시,공공도서관,"매주 금요일, 국가지정공휴일",09:00,23:00,09:00,23:00,09:00,23:00,490,97357,22,7911,6,14,강원도 동해시 효자로 649,강원도 동해시청,033-530-2490,4694,760.28,www.donghaelib.go.kr,37.49270731,129.1044232,2021-04-12,4210000,강원도 동해시
무릉작은도서관,강원도,동해시,작은도서관,"매주 금요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,70,15573,5,976,6,14,강원도 동해시 무릉1길 4,강원도 동해시청,033-534-8811,661,169,www.donghaelib.go.kr,37.4882441,129.0683302,2021-04-12,4210000,강원도 동해시
이도작은도서관,강원도,동해시,작은도서관,"매주 금요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,34,15394,5,571,6,14,강원도 동해시 이원길 151,강원도 동해시청,033-521-5163,368,179.35,www.donghaelib.go.kr,37.4800481,129.1088461,2021-04-12,4210000,강원도 동해시
등대작은도서관,강원도,동해시,작은도서관,"매주 월요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,54,14950,5,518,6,14,강원도 동해시 논골길 78,강원도 동해시청,033-535-5162,2223,150.25,www.donghaelib.go.kr,37.55862466,129.1141823,2021-04-12,4210000,강원도 동해시
전북도청도서관,전라북도,전주시,공공도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,150,75938,180,44,4,14,전라북도 전주시 완산구 효자로 225,전라북도,063-280-2452,101302,1028,http://library.jeonbuk.go.kr,35.81944731,127.1063738,2021-04-12,6450000,전라북도
이천시립도서관,경기도,이천시,공공도서관,매주월요일+국가지정공휴일,08:00,23:00,08:00,23:00,08:00,23:00,473,189136,72,12911,7,14,경기도 이천시 설봉로81번길 50,경기도 이천시청,031-644-4351,5711,3296,https://www.icheonlib.go.kr,37.286745,127.436913,2021-01-07,4070000,경기도 이천시
이천시립청미도서관,경기도,이천시,공공도서관,매주월요일+국가지정공휴일,08:00,23:00,08:00,23:00,08:00,23:00,490,110377,50,3945,7,14,경기도 이천시 장호원읍 서동대로8829번길 53-6,경기도 이천시청,031-644-4371,3305,1955,https://www.icheonlib.go.kr,37.11694045,127.6152057,2021-01-07,4070000,경기도 이천시
이천시립어린이도서관,경기도,이천시,어린이도서관,매주월요일+국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,280,95028,38,5662,7,14,경기도 이천시 남천로 31,경기도 이천시청,031-644-4380,11168,2158,https://www.icheonlib.go.kr,37.2782608,127.4410593,2021-01-07,4070000,경기도 이천시
괴산교육도서관,충청북도,괴산군,공공도서관,"매월 첫째, 셋째 월요일 및 일요일을 제외한 관공서의 공휴일",09:00,21:00,09:00,21:00,09:00,21:00,307,70551,75,2200,5,21,충청북도 괴산군 괴산읍 읍내로 12길 38,괴산교육도서관,043-833-0319,3123,1874,http://www.gselib.go.kr/,36.810871,127.792122,2020-11-01,8092000,충청북도교육청 충청북도괴산증평교육지원청
울주도서관,울산광역시,울주군,공공도서관,매주월요일 및 법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,566,244539,355,11740,5,14,울산광역시 울주군 언양읍 언양로 109,울산광역시교육청,052-255-8161,9865,4545,http://www.usul.or.kr/,35.5584377911,129.1377330388,2020-12-04,7480000,울산광역시교육청
울산남부도서관,울산광역시,남구,공공도서관,매주월요일 및 법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,946,319155,445,23835,5,14,울산광역시 남구 거마로 13번길 6,울산광역시교육청,052-259-7532,3259,4479,http://www.usnl.or.kr,35.53591572,129.294908,2020-12-04,7480000,울산광역시교육청
울산동부도서관,울산광역시,동구,공공도서관,매주월요일 및 법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,654,264305,368,40832,5,14,울산광역시 동구 봉수로 505,울산광역시교육청,052-241-2300,14076,3375,https://www.usdl.or.kr,35.52820416,129.425026,2020-12-04,7480000,울산광역시교육청
꽃바위작은도서관,울산광역시,동구,작은도서관,월요일,10:00,18:00,10:00,18:00,10:00,18:00,25,24861,4,552,5,14,울산광역시 동구 문현3길 6(꽃바위문화관 1층),울산광역시동구청,052-209-4337,,,http//library.donggu.ulsan.kr,35.48705831,129.4112636,2020-10-30,3710000,울산광역시 동구
둔내태성도서관,강원도,횡성군,공공도서관,"월요일, 국경일, 관장이 정하는 임시공휴일",09:00,22:00,09:00,18:00,00:00,00:00,60,23615,16,352,5,14,강원도 횡성군 둔내면 둔방로 4번길 38,강원도 횡성군청,033-340-5869,680.1,303.56,http://lib.hsg.go.kr,37.514722,128.212523,2020-10-13,4260000,강원도 횡성군
느티나무작은도서관,강원도,횡성군,작은도서관,법정공휴일,09:00,21:00,09:00,18:00,00:00,00:00,43,7899,6,37,5,14,강원도 횡성군 횡성읍 태기로85,강원도 횡성군청,033-345-2601,8612.87,152.73,http://lib.hsg.go.kr,37.49260149,127.9931989319,2020-10-13,4260000,강원도 횡성군
매화작은도서관,강원도,횡성군,작은도서관,"일요일, 월요일, 법정공휴일",10:00,19:00,10:00,19:00,00:00,00:00,15,7613,0,0,5,14,강원도 횡성군 우천면 우항3길 5-2,강원도 횡성군청,033-343-2602,376.5,397,http://lib.hsg.go.kr,37.459514,128.063947,2020-10-13,4260000,강원도 횡성군
찐빵마을책사랑방,강원도,횡성군,작은도서관,"일요일, 월요일, 법정공휴일",10:00,19:00,10:00,19:00,00:00,00:00,30,8741,7,0,5,14,강원도 횡성군 안흥면 안흥로27,강원도 횡성군청,033-342-4390,4750,2038.89,http://lib.hsg.go.kr,37.41281125,128.1561222,2020-10-13,4260000,강원도 횡성군
구리봉작은도서관,강원도,횡성군,작은도서관,"토요일, 일요일, 법정공휴일",10:00,19:00,00:00,00:00,00:00,00:00,14,8255,5,7,5,14,강원도 횡성군 갑천면 청정로매일5길 2,강원도 횡성군청,033-342-2605,2766.3,96,http://lib.hsg.go.kr,37.559455,128.1096077278,2020-10-13,4260000,강원도 횡성군
버들골작은도서관,강원도,횡성군,작은도서관,"토요일, 일요일, 법정공휴일",10:00,19:00,00:00,00:00,00:00,00:00,39,5389,3,0,5,14,강원도 횡성군 청일면 청정로 823,강원도 횡성군청,033-342-7545,,165.24,http://lib.hsg.go.kr,37.582567,128.1487982,2020-10-13,4260000,강원도 횡성군
